,ticket_number,issue_date,violation_location,license_plate_number,license_plate_state,license_plate_type,zipcode,violation_code,violation_description,unit,unit_description,vehicle_make,fine_level1_amount,fine_level2_amount,current_amount_due,total_payments,ticket_queue,ticket_queue_date,notice_level,hearing_disposition,notice_number,officer,address,new_zipcodes,latitudes,longitudes
0,68139029,2017-06-09 00:00:00,223 E MONTROSE HARBOR,7e264ef5900a5baca9a55f190ae8a669c37ead19aec08f9e48ba76777a483407,IL,PAS,60613,0980130B,PARK IN CITY LOT WHEN CLOSED,19,CPD,CADI,50,100,0.0,-50.0,Paid,2018-02-15 00:00:00,DETR,Not Liable,5176346480,18634,"200 e montrose harbor, chicago, il",60640,41.96345176114673,-87.63778111716636
1,9191901110,2017-06-09 00:00:00,22 E PEARSON ST,bff12d7d0db037418254067b9a257577b656473a6a58f12334ac47e7878bbd36,IL,PAS,,0964190B,EXPIRED METER CENTRAL BUSINESS DISTRICT,502,DOF,TOYT,65,130,0.0,65.0,Paid,2017-06-12 00:00:00,,,0,1628,"1 e pearson st, chicago, il",60611,41.897567482110844,-87.62731216763807
2,9191901954,2017-06-09 00:00:00,2125 W 22ND PL,afc9425fa5804469d3cf060b8f489d002aed6b308dbd89f6c5b55bd8e14ddd87,IL,PAS,,0964090E,RESIDENTIAL PERMIT PARKING,502,DOF,DODG,75,150,0.0,0.0,Dismissed,2017-09-03 00:00:00,,,0,830,"2100 w 22nd pl, chicago, il",60608,41.85113379464134,-87.67922742469122
3,68160524,2017-06-09 00:00:00,5023 S COLUMBUS DR,37aa6f1fd35f28be8a17b684b63490987aa861c01e87844778cff990242d80f4,IL,PAS,,0964080B,NO STANDING/PARKING TIME RESTRICTED,1,CPD,CHEV,100,200,100.0,0.0,Define,2017-06-19 00:00:00,,,0,11206,"5000 s columbus dr, chicago, il",60605,41.869412487751944,-87.62052628206051
4,9191901955,2017-06-09 00:02:00,2129 W 22ND PL,bd2f65e38a42048c487d87d4a125c4bbff552737420b350a90c49b1ca966df94,IL,PAS,606084117,0964090E,RESIDENTIAL PERMIT PARKING,502,DOF,FORD,75,150,0.0,75.0,Paid,2017-07-06 00:00:00,VIOL,,5187271780,830,"2100 w 22nd pl, chicago, il",60608,41.85113172385947,-87.67937514046478
5,67969590,2017-06-09 00:02:00,4125 N CALIFORNIA,afee4b0ef437001de7774d4b6ace7781876026d01135cdf5ac00ec4c6b2961bc,IL,PAS,606182708,0980130B,PARK IN CITY LOT WHEN CLOSED,17,CPD,NISS,50,100,0.0,0.0,Dismissed,2017-07-18 00:00:00,,Not Liable,5191362410,9661,"4100 n california, chicago, il",60618,41.95626644505199,-87.69830701938146
6,67969591,2017-06-09 00:03:00,4125 N CALIFORNIA,04ae4a2f8f0f2f2d36de217a4d058551496e905e6e1148765b4f620d9262f9fd,IL,PAS,60618,0980130B,PARK IN CITY LOT WHEN CLOSED,17,CPD,NISS,50,100,0.0,0.0,Dismissed,2017-07-18 00:00:00,,Not Liable,5205948080,9661,"4100 n california, chicago, il",60618,41.95626644505199,-87.69830701938146
7,9191758738,2017-06-09 00:04:00,2257 W 23RD PL,ab2de503645cef40a46accc9a6d80bb95be4d7a18ac1467e53e4ca9d864b3c56,IL,PAS,606083903,0964090E,RESIDENTIAL PERMIT PARKING,502,DOF,FORD,75,150,183.0,0.0,Notice,2017-06-15 00:00:00,SEIZ,,5202109010,1627,"2200 w 23rd pl, chicago, il",60608,41.849304539529264,-87.68286047155058
8,68207241,2017-06-09 00:04:00,7620 W ROSCOE,66d156957d2ae5fc66025253f7bfd3ab7e78a57533cb620fbbd17c054af9d7f9,IL,TRK,,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",16,CPD,FORD,75,150,0.0,75.0,Paid,2017-06-19 00:00:00,,,0,13640,"7600 w roscoe, chicago, il",60634,41.941393522072765,-87.81749052844941
9,67969592,2017-06-09 00:04:00,4125 N CALIFORNIA,e5074c99f73b61710bfd1cf5a7b185c5d996ef6f3ff3ea323b585c70c65db77b,NY,PAS,60148,0980130B,PARK IN CITY LOT WHEN CLOSED,17,CPD,BUIC,50,100,0.0,50.0,Paid,2017-06-23 00:00:00,,,5044442080,9661,"4100 n california, chicago, il",60618,41.95626644505199,-87.69830701938146
10,68109254,2017-06-09 00:04:00,5733 W DIVISION,e0c9bd88f13b3376e6c28960bf4398d5976fe0a9b704e54f00c085028e56dc5a,IL,TMP,60644,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,25,CPD,DODG,60,120,0.0,0.0,Dismissed,2017-10-06 00:00:00,,Not Liable,5205039710,10047,"5700 w division, chicago, il",60651,41.90206050678068,-87.76962947155059
11,9191758739,2017-06-09 00:05:00,2257 W 23RD PL,ab2de503645cef40a46accc9a6d80bb95be4d7a18ac1467e53e4ca9d864b3c56,IL,PAS,606083903,0964125B,"NO CITY STICKER VEHICLE UNDER/EQUAL TO 16,000 LBS.",502,DOF,FORD,200,400,488.0,0.0,Notice,2017-06-15 00:00:00,SEIZ,,5202109010,1627,"2200 w 23rd pl, chicago, il",60608,41.849304539529264,-87.68286047155058
12,9191901111,2017-06-09 00:05:00,845 N WABASH AV,7156ba9a45ee3e253e97578b8594e6e7d4d849d4294c9e1c8b18cec2c889d33f,IL,PAS,604290721,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,502,DOF,MERZ,60,120,146.4,0.0,Notice,2017-06-15 00:00:00,SEIZ,,5202558010,1628,"800 n wabash av, chicago, il",60611,41.89802628953228,-87.62681584364556
13,67998542,2017-06-09 00:05:00,4316 S WASHTENAW,fb0cbdcf5dc310f1de4e3a2ced297f89d010a2e087073319b6db36a612072ec8,IL,PAS,606321245,0964125B,"NO CITY STICKER VEHICLE UNDER/EQUAL TO 16,000 LBS.",9,CPD,CHRY,200,400,488.0,0.0,Notice,2017-06-22 00:00:00,SEIZ,,5193877420,11682,"4300 s washtenaw, chicago, il",60632,41.814944999999994,-87.69200788484602
14,66689432,2017-06-09 00:05:00,3902 W GLADYS,59a054c4342f7d2b0e204e2b84946051e8d370fdc9c93396b4408c09db163fcb,IL,PAS,60624,0964110A,DOUBLE PARKING OR STANDING,11,CPD,FORD,100,200,244.0,0.0,Notice,2017-06-22 00:00:00,SEIZ,,5176665880,5088,"3900 w gladys, chicago, il",60624,41.876265377461024,-87.72317841366107
15,67953492,2017-06-09 00:05:00,116 W KINZIE,c4e00e07aecaabf01352648d1813843521deff68dfe26322e75182167bd60f0e,TN,PAS,37042,0964080B,NO STANDING/PARKING TIME RESTRICTED,495,Miscellaneous,HOND,100,200,244.0,0.0,Notice,2017-08-02 00:00:00,SEIZ,,5201602470,494,"100 w kinzie, chicago, il",60654,41.889214486005955,-87.63187444463038
16,66952949,2017-06-09 00:06:00,4700 N SIMONDS DR,4c6d277617ba79562ce5359b4c1e9987fd9ba7024dccb6dbd9825e6c60f224f2,IL,PAS,,0964080B,NO STANDING/PARKING TIME RESTRICTED,19,CPD,NISS,100,200,0.0,100.0,Paid,2017-06-16 00:00:00,,,0,17476,"4700 n simonds dr, chicago, il",60640,41.969687794779766,-87.64571166795133
17,9191901112,2017-06-09 00:06:00,845 N WABASH AV,7156ba9a45ee3e253e97578b8594e6e7d4d849d4294c9e1c8b18cec2c889d33f,IL,PAS,604290721,0964090E,RESIDENTIAL PERMIT PARKING,502,DOF,MERZ,75,150,183.0,0.0,Notice,2017-06-15 00:00:00,SEIZ,,5202558010,1628,"800 n wabash av, chicago, il",60611,41.89802628953228,-87.62681584364556
18,67969593,2017-06-09 00:06:00,9121 N CALIFORNIA,5bb1687163495ff47cf67402b144df65c8ec72da980833b653d47e859c1bde05,IL,TRK,,0980130B,PARK IN CITY LOT WHEN CLOSED,17,CPD,FORD,50,100,0.0,50.0,Paid,2017-06-16 00:00:00,,,0,9661,"9100 n california, chicago, il",60805,41.727733760400255,-87.69206863237251
19,68140749,2017-06-09 00:06:00,3240 N HALSTED,ede5298c71d7d7e5edf924e09116b964a222eed8009786ea0c66ff65b3ab676d,IL,PAS,,0964080B,NO STANDING/PARKING TIME RESTRICTED,19,CPD,HYUN,100,200,0.0,100.0,Paid,2017-06-13 00:00:00,,,0,6648,"3200 n halsted, chicago, il",60657,41.941304329447746,-87.64933940316789
20,68140751,2017-06-09 00:07:00,3232 N HALSTED,098e35506aa3a6be096b41e3adf9f39cbc975dbabb9af7e072c455b7d7a55699,IL,PAS,60618,0964080B,NO STANDING/PARKING TIME RESTRICTED,19,CPD,HOND,100,200,0.0,100.0,Paid,2017-06-16 00:00:00,,,5187045070,6648,"3200 n halsted, chicago, il",60657,41.94076493727281,-87.64933081603063
21,68223325,2017-06-09 00:07:00,5758 W 62ND ST,877a7340bbb9b8b1ad64625303adfb55f048e7d566b56257d4ffc92933de4c04,IL,PAS,60652,0964150B,PARKING/STANDING PROHIBITED ANYTIME,8,CPD,HYUN,75,150,0.0,75.0,Paid,2017-06-21 00:00:00,,,0,17587,"5700 w 62nd st, chicago, il",60638,41.779887991335066,-87.76590908223612
22,67927453,2017-06-09 00:07:00,1358 W 78TH,c1952aa5bf54dddf41ce357f3748155be3d9776da0a30cce15fa97942b3f0386,IN,PAS,464106770,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,6,CPD,DODG,60,120,146.4,0.0,Notice,2017-06-22 00:00:00,FINL,,5205962070,19109,"1300 w 78th, chicago, il",60620,41.75227550432782,-87.65767286081135
23,9191758740,2017-06-09 00:08:00,2529 W 23RD PL,0ac7bf3221f29fd1007241ac703c5ae37da6df062e71e17bdf4c426821349112,IL,PAS,60608,0964090E,RESIDENTIAL PERMIT PARKING,502,DOF,NISS,75,150,0.0,75.0,Paid,2017-07-16 00:00:00,VIOL,,5181797990,1627,"2500 w 23rd pl, chicago, il",60608,41.849148451899445,-87.69054086835831
24,68026188,2017-06-09 00:08:00,1216 N DEARBORN,71dd3c110ae755c04167019b191ec776dcf20f6c118635e431c57e50dec4ff4f,IL,PAS,60559,0964090E,RESIDENTIAL PERMIT PARKING,18,CPD,MINI,75,150,0.0,75.0,Paid,2017-08-24 00:00:00,DETR,,5205544830,12164,"1200 n dearborn, chicago, il",60610,41.904584968636385,-87.63005088874117
25,68026189,2017-06-09 00:09:00,1220 N DEARBORN,1046bb9195f541530c7bfe99d73af8b22e5bf42560e23d30432ef98ccef2958d,IL,PAS,60457,0964090E,RESIDENTIAL PERMIT PARKING,18,CPD,DODG,75,150,0.0,75.0,Paid,2017-07-03 00:00:00,VIOL,,5101210890,12164,"1200 n dearborn, chicago, il",60610,41.90434777690695,-87.63006235630033
26,67965130,2017-06-09 00:10:00,10000 W OHARE T 3 D,b9891adec75c8ff1142a0f6390b6eb70d874c2dfe01191db6d42767928bc1ac5,IL,LIV,600155912,0964110A,DOUBLE PARKING OR STANDING,492,Miscellaneous,LINC,100,200,100.0,0.0,Define,2017-06-26 00:00:00,,,0,00115,"10000 w ohare t 3 d, chicago, il",60666,41.97857069166022,-87.8802645054864
27,68139030,2017-06-09 00:10:00,389 E MONTROS HARBOR,0fdbcc106951740635d69ae467cbc9be5ab66e2a75392950b5cb6041c638ac02,IL,PAS,606184825,0980130B,PARK IN CITY LOT WHEN CLOSED,19,CPD,VOLV,50,100,0.0,50.0,Paid,2017-08-25 00:00:00,DETR,,5186550290,18634,"300 e montros harbor, chicago, il",60640,41.96315996704273,-87.63627027213894
28,9191758741,2017-06-09 00:10:00,2529 W 23RD PL,0ac7bf3221f29fd1007241ac703c5ae37da6df062e71e17bdf4c426821349112,IL,PAS,60608,0964125B,"NO CITY STICKER VEHICLE UNDER/EQUAL TO 16,000 LBS.",502,DOF,NISS,200,400,0.0,200.0,Paid,2017-07-16 00:00:00,VIOL,,5181797990,1627,"2500 w 23rd pl, chicago, il",60608,41.849148451899445,-87.69054086835831
29,68140753,2017-06-09 00:10:00,3228 N HALSTED,8986a17488b30e8c0d2b1993840882d974e314d6792dcfca73a91cd814cf5736,IL,PAS,602021899,0964080B,NO STANDING/PARKING TIME RESTRICTED,19,CPD,BUIC,100,200,244.0,0.0,Notice,2017-06-15 00:00:00,SEIZ,,5020736820,6648,"3200 n halsted, chicago, il",60657,41.940763962808006,-87.64933081603063
30,67927454,2017-06-09 00:11:00,1305 W 78TH ST,ef1d0f62d1397b40e8c95084904ae883a89bc9453005e5501e12c6787f94a59c,IL,TMP,60620,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,6,CPD,HOND,60,120,0.0,60.0,Paid,2017-06-28 00:00:00,VIOL,,5091701000,19109,"1300 w 78th st, chicago, il",60620,41.75219919251205,-87.65559334377257
31,67300568,2017-06-09 00:11:00,4554 S FRANCISCO,a63a34de246f981b053d44da28b01abc4a3aa146f91cd0bbe9167e4d27016198,IL,PAS,60632,0964050J,DISABLED PARKING ZONE,9,CPD,PLYM,250,500,0.0,0.0,Dismissed,2017-08-04 00:00:00,DETR,Not Liable,5204257150,4325,"4500 s francisco, chicago, il",60632,41.8102456588955,-87.69674982656221
32,9191880980,2017-06-09 00:11:00,3466 N KEATING,834805598e1019433801eae855ff8f297289dedc0d8416fd4b8adb0c8509ec79,IL,PAS,606391924,0964090E,RESIDENTIAL PERMIT PARKING,502,DOF,HYUN,75,150,0.0,75.0,Paid,2017-08-03 00:00:00,DETR,,5172958040,1393,"3400 n keating, chicago, il",60641,41.94441799417163,-87.74536840706303
33,9191880981,2017-06-09 00:12:00,3466 N KEATING,cf6ad7e285d2937e34cc7b51267882de5ebc3052881386a5115b9e0dc5589f2b,IL,PAS,601393726,0964090E,RESIDENTIAL PERMIT PARKING,502,DOF,TOYT,75,150,0.0,150.0,Paid,2017-09-01 00:00:00,FINL,,5185732180,1393,"3400 n keating, chicago, il",60641,41.94441799417163,-87.74536840706303
34,9191776754,2017-06-09 00:13:00,3524 W KILPATRICK,30e60581038f3cf0586e7f90c80241660b4740b11944e496f4a34f348766198f,OH,PAS,16066,0964090E,RESIDENTIAL PERMIT PARKING,502,DOF,RAMB,75,150,0.0,75.0,Paid,2017-07-14 00:00:00,VIOL,,5205906520,1606,"3500 w kilpatrick, chicago, il",60641,41.9454624970858,-87.7439799614517
35,9191819243,2017-06-09 00:13:00,845 N WABASH,40c51d675b4b06d761bc44b149c76cb5db869f9f7e381f986df1dc47a3d70348,IL,PAS,60637,0964150B,PARKING/STANDING PROHIBITED ANYTIME,502,DOF,HYUN,75,150,0.0,75.0,Paid,2017-06-19 00:00:00,VIOL,,5205518770,1462,"800 n wabash, chicago, il",60611,41.89802628953228,-87.62681584364556
36,9191880982,2017-06-09 00:13:00,3450 N KEATING,29bb7243bd12eea4d3c260c895b73d45159d0dd69dc1a2db809f59ae2b5e711e,IL,PAS,60641,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,502,DOF,JAGU,60,120,0.0,120.0,Paid,2017-10-04 00:00:00,FINL,,5191740580,1393,"3400 n keating, chicago, il",60641,41.9440229686364,-87.74535940706302
37,9191857347,2017-06-09 00:14:00,3443 N KEATING,2f15dfcf00d004b237eb4dc77af26c6d1e300333bc706e5f2146bec9f44bb30e,IL,PAS,606591548,0964090E,RESIDENTIAL PERMIT PARKING,502,DOF,NISS,75,150,0.0,75.0,Paid,2017-06-26 00:00:00,VIOL,,5192711210,1109,"3400 n keating, chicago, il",60641,41.94372700582838,-87.74527308572361
38,68226504,2017-06-09 00:15:00,6444 S KILPATRICK,e9533e9c0c04392139ca3a00a8ea6cef247e9bbe811b034508fe7d29dfc2197b,IL,TMP,60623,0964130A,PARK ALLEY,8,CPD,NISS,150,300,0.0,150.0,Paid,2017-07-19 00:00:00,VIOL,,5205928840,16431,"6400 s kilpatrick, chicago, il",60629,41.77531724562871,-87.7397878265622
39,68024384,2017-06-09 00:15:00,3015 W FILLMORE,af8411dc6502e4722333ff88be9a606353c75a4c80dacf948211e3c604bc9272,IL,PAS,606123947,0964125B,"NO CITY STICKER VEHICLE UNDER/EQUAL TO 16,000 LBS.",11,CPD,LINC,200,400,150.48,337.52,Notice,2017-06-22 00:00:00,SEIZ,,5196043290,17501,"3000 w fillmore, chicago, il",60612,41.868193260766176,-87.7014495
40,68024383,2017-06-09 00:15:00,3015 W FILLMORE,af8411dc6502e4722333ff88be9a606353c75a4c80dacf948211e3c604bc9272,IL,PAS,606123947,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,11,CPD,LINC,60,120,146.4,0.0,Notice,2017-06-22 00:00:00,SEIZ,,5196043290,17501,"3000 w fillmore, chicago, il",60612,41.868193260766176,-87.7014495
41,9191880983,2017-06-09 00:15:00,3456 N KEATING,d9cb9e80177d82fe6be505e44121746d8bfc860589e97735e1292788c1f213a1,IL,TMP,,0964090E,RESIDENTIAL PERMIT PARKING,502,DOF,LEXU,75,150,0.0,75.0,Paid,2017-06-30 00:00:00,,,0,1393,"3400 n keating, chicago, il",60641,41.94371883859222,-87.74537455608917
42,66816182,2017-06-09 00:15:00,10257 S FRANCISCO,dc22a7230b1d5bf74d71742b9db011bfe05802aea5cee4d1c10797253d6c627e,IL,PAS,606552001,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",22,CPD,SATR,75,150,0.0,75.0,Paid,2017-07-25 00:00:00,VIOL,,5184140960,14318,"10200 s francisco, chicago, il",60655,41.70685527557034,-87.69388465105673
43,68226505,2017-06-09 00:15:00,6444 S KILPATRICK,e9533e9c0c04392139ca3a00a8ea6cef247e9bbe811b034508fe7d29dfc2197b,IL,TMP,60623,0964125B,"NO CITY STICKER VEHICLE UNDER/EQUAL TO 16,000 LBS.",8,CPD,NISS,200,400,0.0,400.0,Paid,2017-09-27 00:00:00,FINL,,5205928840,16431,"6400 s kilpatrick, chicago, il",60629,41.77531724562871,-87.7397878265622
44,9191758742,2017-06-09 00:15:00,2319 W 23RD PL,931fb8a9558a95d24f9c991c3dd77a4aabe5e95f696b642fb08b20876cdae6b7,IL,PAS,606083806,0976160A,REAR AND FRONT PLATE REQUIRED,502,DOF,BUIC,60,120,0.0,60.0,Paid,2017-06-21 00:00:00,VIOL,,5180703470,1627,"2300 w 23rd pl, chicago, il",60608,41.84924257988368,-87.68413114776796
45,68139032,2017-06-09 00:26:00,4477 E SIMONDS,600c03d556f3bff4ef28bdb9a93e6e0404807c365a24936644f01fb5b72eaa8e,IL,TMP,60639,0980130B,PARK IN CITY LOT WHEN CLOSED,19,CPD,FORD,50,100,0.0,50.0,Paid,2017-07-30 00:00:00,DETR,,5205299220,18634,"4400 e simonds, chicago, il",60640,41.969687794779766,-87.64571166795133
46,9191776755,2017-06-09 00:15:00,3520 W KILPATRICK,6718b919208a741ad1cf7c516c90ead23f1e9cd0a5f81f7e08eea65b3b9a931e,MI,PAS,48162,0964090E,RESIDENTIAL PERMIT PARKING,502,DOF,RAMB,75,150,0.0,75.0,Paid,2017-07-14 00:00:00,VIOL,,5205906530,1606,"3500 w kilpatrick, chicago, il",60641,41.94531849708582,-87.7439709614517
47,68139031,2017-06-09 00:16:00,378 E MONTROSE HARBOR,e9fadf78604b949e206dfb4206e06ed91cf0fba15aab6502958895ac65015af3,IL,PAS,,0980130B,PARK IN CITY LOT WHEN CLOSED,19,CPD,BMW,50,100,0.0,50.0,Paid,2017-06-19 00:00:00,,,0,18634,"300 e montrose harbor, chicago, il",60640,41.963308772138966,-87.63624153295727
48,9191776756,2017-06-09 00:16:00,3516 N KILPATRICK,692f874c8e3abe8f6665b3d5bd78483b0921a2bd26f4f966badbc1275995ed51,OH,PAS,43609,0964090E,RESIDENTIAL PERMIT PARKING,502,DOF,JEEP,75,150,0.0,75.0,Paid,2017-07-14 00:00:00,VIOL,,5205906540,1606,"3500 n kilpatrick, chicago, il",60641,41.945246497085805,-87.7439699031679
49,68226506,2017-06-09 00:17:00,6446 S KILPATRICK,847466262518873bc4430c8372077c14eee721feff6c204002dcf8f33ac3863f,IL,PAS,606295518,0964130A,PARK ALLEY,8,CPD,FORD,150,300,0.0,150.0,Paid,2017-08-24 00:00:00,DETR,,5200999120,16431,"6400 s kilpatrick, chicago, il",60629,41.775237136274455,-87.7397878265622
50,9191901466,2017-06-09 00:17:00,2000 W 22ND PL,ea8382188ba6369eb6d711dd8261c321ab43db0e6016546c1aa24f3ffa9ccbd5,IL,PAS,606474401,0964090E,RESIDENTIAL PERMIT PARKING,502,DOF,BMW,75,150,183.0,0.0,Notice,2017-06-15 00:00:00,FINL,,5196016730,1623,"2000 w 22nd pl, chicago, il",60608,41.85129651154119,-87.67603302844941
51,9191776757,2017-06-09 00:17:00,3504 N KILPATRICK,fd5943826d06a7773b2c88e5ea5d09675ef2a6507b65b364d291023dc5acc943,IL,PAS,60160,0964090E,RESIDENTIAL PERMIT PARKING,502,DOF,NISS,75,150,0.0,75.0,Paid,2017-06-30 00:00:00,VIOL,,5199199440,1606,"3500 n kilpatrick, chicago, il",60641,41.94491400000001,-87.74396743591647
52,67860854,2017-06-09 00:17:00,1702 E 53RD ST,5c14b242b16d94061029602f46cfaa0bfdd876c4038b43161d08833fdeb6145f,IL,TMP,,0964030B,OUTSIDE DIAGONAL MARKINGS,2,CPD,CHEV,50,100,50.0,0.0,Define,2017-06-20 00:00:00,,,0,8153,"1700 e 53rd st, chicago, il",60615,41.79969895804506,-87.5839608828673
53,68223201,2017-06-09 00:19:00,6030 S RICHMOND,6525e8c69c1d00afbc10c2af8a0a260b369d9e34c2516bd911c82ef06f40bd7b,IL,PAS,60632,0964100A,WITHIN 15' OF FIRE HYDRANT,8,CPD,GMC,150,300,0.0,150.0,Paid,2017-06-21 00:00:00,,,0,19781,"6000 s richmond, chicago, il",60629,41.783571136274446,-87.69720882656222
54,9191880984,2017-06-09 00:19:00,3413 N KEATING,6d29e1c76cb1d05345b88cd4a6e0da89810b93c5984fa825fda8803af5155deb,IL,TMP,,0964090E,RESIDENTIAL PERMIT PARKING,502,DOF,HYUN,75,150,75.0,0.0,Define,2017-06-12 00:00:00,,,0,1393,"3400 n keating, chicago, il",60641,41.94279553746768,-87.74523497880499
55,67927323,2017-06-09 00:20:00,8301 S COTTAGE GROVE AVE,79892917b054a5b801ca21adad72a5ad3d75f8f65e3faa8bd26968aa92737607,IL,PAS,606281518,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,6,CPD,CHEV,60,120,0.0,60.0,Paid,2017-08-31 00:00:00,DETR,,5191919370,12531,"8300 s cottage grove ave, chicago, il",60619,41.743719754371284,-87.60498618786451
56,67928666,2017-06-09 00:20:00,8301 S COTTAGE GROVE,79892917b054a5b801ca21adad72a5ad3d75f8f65e3faa8bd26968aa92737607,IL,PAS,606281518,0964125B,"NO CITY STICKER VEHICLE UNDER/EQUAL TO 16,000 LBS.",6,CPD,CHEV,200,400,0.0,200.0,Paid,2017-08-31 00:00:00,DETR,,5191919370,16512,"8300 s cottage grove, chicago, il",60619,41.743719754371284,-87.60498618786451
57,68108503,2017-06-09 00:20:00,4732 W GEORGE,7a48808b3be2b2428f8ac9ddad402d54cf2fb2d048f3031af9a887396f1c371b,IL,PAS,606187213,0964110A,DOUBLE PARKING OR STANDING,25,CPD,TOYT,100,200,0.0,100.0,Paid,2017-06-26 00:00:00,VIOL,,5185739520,19997,"4700 w george, chicago, il",60641,41.93345042541528,-87.74554759312441
58,9191897714,2017-06-09 00:20:00,3447 N KILPATRICK,05d165f2ba03cfbb32e0f7786c915fb6ab27eaa08cef2efef1d9553c6955724d,IL,PAS,606413725,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,502,DOF,NISS,60,120,0.0,60.0,Paid,2017-07-18 00:00:00,VIOL,,5199919790,1565,"3400 n kilpatrick, chicago, il",60641,41.9438880313636,-87.7438745385483
59,68226507,2017-06-09 00:21:00,6517 S KEATING,7cadf1403c81c7d9daf10beb8e0b0b4a64ecbd5a6747cc3efc994e3b8b5da15f,IL,TMP,60623,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,8,CPD,BUIC,60,120,0.0,60.0,Paid,2017-07-19 00:00:00,VIOL,,5205928850,16431,"6500 s keating, chicago, il",60629,41.77422028282069,-87.74088467343779
60,9191880985,2017-06-09 00:21:00,3406 N KEATING,603e09c12c607a2ecfdc8062d4120edd10b2f5499d76fb4cc5d7a8ec73f9e04d,IL,,,0964090E,RESIDENTIAL PERMIT PARKING,502,DOF,BMW,75,150,75.0,0.0,Define,2017-06-12 00:00:00,,,0,1393,"3400 n keating, chicago, il",60641,41.94283496863639,-87.74532790706303
61,66952950,2017-06-09 00:21:00,4739 W LAWRENCE W DR,d2a33f79e6ca416d36d20d784816963dfe16d24971722c5a29f8306d763563ae,IL,TMP,,0964080B,NO STANDING/PARKING TIME RESTRICTED,19,CPD,HOND,100,200,0.0,0.0,Dismissed,2017-09-03 00:00:00,,,0,17476,"4700 w lawrence w dr, chicago, il",60630,41.967956122163926,-87.74662450850816
62,67795772,2017-06-09 00:22:00,4458 N SPAULDING,28d57be0f05e8bb1ba6452ad10cdca4b47e36f31f0e73c0bba4163cc5f418f1f,IL,TMP,60632,0964100A,WITHIN 15' OF FIRE HYDRANT,17,CPD,DODG,150,300,150.0,0.0,Define,2017-06-16 00:00:00,,,0,17316,"4400 n spaulding, chicago, il",60625,41.96285004662704,-87.71079988484601
63,9191819244,2017-06-09 00:22:00,1122 N STATE ST,378ce71657a0c95de1ceeaf21dab054508cd671d8de7b8d9060db20f04bfb86f,WI,PAS,534064827,0964080B,NO STANDING/PARKING TIME RESTRICTED,502,DOF,CADI,100,200,100.0,0.0,Define,2017-06-12 00:00:00,,,0,1462,"1100 n state st, chicago, il",60610,41.9026278762146,-87.62849503337553
64,68280204,2017-06-09 00:22:00,1500 W 83RDS T,8a5213c53c2307a459d9800ea504b967d2a8d65d38b3a069f8a08bf4f148c050,IL,PAS,60619,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,24,CPD,PONT,60,120,146.4,0.0,Notice,2017-06-22 00:00:00,FINL,,5205965070,10901,"1500 w 83rds t, chicago, il",60620,41.74319050041736,-87.660911082632
65,68280203,2017-06-09 00:22:00,1500 W 83RD ST,8a5213c53c2307a459d9800ea504b967d2a8d65d38b3a069f8a08bf4f148c050,IL,TMP,60619,0964110C,PARK OR STAND ON CROSSWALK,24,CPD,PONT,60,120,146.4,0.0,Notice,2017-06-22 00:00:00,SEIZ,,5204478570,10901,"1500 w 83rd st, chicago, il",60620,41.74319050041736,-87.660911082632
66,68226508,2017-06-09 00:23:00,6517 S KEATING,7cadf1403c81c7d9daf10beb8e0b0b4a64ecbd5a6747cc3efc994e3b8b5da15f,IL,TMP,60623,0964130A,PARK ALLEY,8,CPD,BUIC,150,300,366.0,0.0,Notice,2017-06-22 00:00:00,FINL,,5205928850,16431,"6500 s keating, chicago, il",60629,41.77422028282069,-87.74088467343779
67,9191901113,2017-06-09 00:23:00,1123 N STATE ST,1ba10fa67292972ef3bbf81cc35535dbf9b552079216a3d1d6dd9b2fd16ad0a5,IL,PAS,605856736,0964080B,NO STANDING/PARKING TIME RESTRICTED,502,DOF,NISS,100,200,0.0,100.0,Paid,2017-06-26 00:00:00,VIOL,,5187655410,1628,"1100 n state st, chicago, il",60610,41.902598200386656,-87.6283877063306
68,9191857348,2017-06-09 00:23:00,3406 N KEATING,603e09c12c607a2ecfdc8062d4120edd10b2f5499d76fb4cc5d7a8ec73f9e04d,IL,,,0976160A,REAR AND FRONT PLATE REQUIRED,502,DOF,BMW,60,120,60.0,0.0,Define,2017-06-12 00:00:00,,,0,1109,"3400 n keating, chicago, il",60641,41.94283496863639,-87.74532790706303
